yyyy,mm,tmax,tmin,af,rain,sun
2005.0,1.0,8.5,3.4,2.0,48.0,48.1
2005.0,2.0,6.7,2.1,5.0,64.6,77.3
2005.0,3.0,9.7,4.6,3.0,31.7,64.6
2005.0,4.0,12.9,4.8,1.0,82.6,154.4
2005.0,5.0,15.8,7.3,0.0,17.5,243.8
2005.0,6.0,20.3,11.4,0.0,42.2,194.9
2005.0,7.0,20.6,13.1,0.0,84.0,178.0
2005.0,8.0,20.7,12.2,0.0,39.9,206.7
2005.0,9.0,18.9,11.3,0.0,89.2,157.9
2005.0,10.0,15.3,10.4,0.0,113.1,62.6
2005.0,11.0,9.5,3.4,9.0,57.4,98.7
2005.0,12.0,7.3,2.2,9.0,56.7,64.6
2006.0,1.0,6.4,2.4,1.0,18.6,36.4
2006.0,2.0,6.3,1.4,9.0,48.5,68.0
2006.0,3.0,7.7,1.5,13.0,100.2,95.0
2006.0,4.0,11.8,4.8,1.0,49.4,167.3
2006.0,5.0,15.8,7.4,0.0,85.0,188.1
2006.0,6.0,21.6,11.8,0.0,9.8,171.7
2006.0,7.0,25.6,14.5,0.0,40.9,290.8
2006.0,8.0,19.6,12.8,0.0,90.5,157.4
2006.0,9.0,20.5,12.6,0.0,62.4,165.6
2006.0,10.0,15.5,9.7,0.0,99.1,102.3
2006.0,11.0,11.2,5.3,1.0,66.8,107.3
2006.0,12.0,8.8,4.2,2.0,114.0,55.9
2007.0,1.0,9.6,4.3,4.0,146.9,68.4
2007.0,2.0,8.6,3.6,6.0,57.5,84.4
2007.0,3.0,10.2,4.1,1.0,44.5,149.4
2007.0,4.0,15.8,7.4,0.0,5.8,206.1
2007.0,5.0,15.6,8.2,0.0,83.8,142.6
2007.0,6.0,18.6,11.2,0.0,285.6,154.5
2007.0,7.0,18.8,12.2,0.0,113.0,178.5
2007.0,8.0,19.7,12.2,0.0,27.1,221.8
2007.0,9.0,17.6,10.5,0.0,28.1,158.5
2007.0,10.0,14.0,8.1,0.0,23.3,109.4
2007.0,11.0,10.3,5.0,2.0,58.3,75.6
2007.0,12.0,7.2,2.4,8.0,74.9,39.4
2008.0,1.0,9.0,3.9,2.0,154.0,43.6
2008.0,2.0,9.1,1.4,9.0,48.7,121.2
2008.0,3.0,9.1,2.7,3.0,98.8,137.8
2008.0,4.0,11.4,4.4,2.0,79.2,126.8
2008.0,5.0,17.5,8.6,0.0,43.5,186.7
2008.0,6.0,18.7,10.7,0.0,56.7,198.1
2008.0,7.0,20.8,13.0,0.0,108.7,202.6
2008.0,8.0,20.1,13.4,0.0,82.6,141.1
2008.0,9.0,17.0,10.8,0.0,92.4,111.7
2008.0,10.0,12.8,7.2,0.0,93.2,129.5
2008.0,11.0,9.0,4.9,3.0,60.0,53.1
2008.0,12.0,6.1,2.2,4.0,52.8,60.3
2009.0,1.0,5.7,1.3,8.0,47.0,59.8
2009.0,2.0,6.7,2.3,11.0,39.6,60.5
2009.0,3.0,10.9,4.0,2.0,44.2,161.7
2009.0,4.0,14.6,6.0,0.0,51.0,142.3
2009.0,5.0,16.4,8.0,0.0,81.7,216.0
2009.0,6.0,19.2,10.9,0.0,168.2,183.4
2009.0,7.0,20.4,12.6,0.0,113.4,199.7
2009.0,8.0,21.0,13.3,0.0,46.4,194.5
2009.0,9.0,18.0,10.9,0.0,26.8,151.1
2009.0,10.0,14.4,8.5,0.0,50.0,99.9
2009.0,11.0,10.4,5.8,0.0,161.6,73.8
2009.0,12.0,5.2,1.3,13.0,66.1,53.1
2010.0,1.0,3.4,0.1,14.0,48.6,59.7
2010.0,2.0,4.4,0.2,11.0,53.6,42.4
2010.0,3.0,9.9,3.0,8.0,56.4,130.6
2010.0,4.0,13.8,5.1,0.0,24.8,171.8
2010.0,5.0,15.2,7.1,0.0,21.2,187.9
2010.0,6.0,20.4,11.0,0.0,41.2,214.2
2010.0,7.0,21.0,13.5,0.0,68.3,142.1
2010.0,8.0,19.5,11.7,0.0,39.6,172.9
2010.0,9.0,17.8,10.8,0.0,67.8,131.5
2010.0,10.0,13.3,7.3,0.0,65.4,116.8
2010.0,11.0,7.4,3.0,6.0,112.7,70.2
2010.0,12.0,2.7,-1.9,20.0,18.8,51.4
2011.0,1.0,6.4,1.9,11.0,49.6,56.6
2011.0,2.0,8.8,4.2,1.0,104.2,49.4
2011.0,3.0,10.9,3.4,2.0,12.4,135.7
2011.0,4.0,17.1,7.5,0.0,11.2,188.1
2011.0,5.0,16.7,8.4,0.0,40.2,210.2
2011.0,6.0,19.4,10.0,0.0,47.8,222.9
2011.0,7.0,20.3,11.5,0.0,18.0,178.9
2011.0,8.0,20.1,12.2,0.0,42.0,171.4
2011.0,9.0,19.5,11.6,0.0,27.8,163.4
2011.0,10.0,15.9,9.2,0.0,57.2,115.3
2011.0,11.0,11.7,7.1,0.0,37.4,62.4
2011.0,12.0,8.1,3.6,0.0,124.6,44.6
2012.0,1.0,7.9,2.9,6.0,87.6,58.4
2012.0,2.0,7.6,2.3,11.0,26.2,73.3
2012.0,3.0,13.6,4.7,0.0,32.6,179.5
2012.0,4.0,10.7,3.9,1.0,180.6,102.6
2012.0,5.0,16.4,7.6,1.0,48.0,203.0
2012.0,6.0,17.3,10.3,0.0,166.6,107.3
2012.0,7.0,19.5,12.3,0.0,107.2,151.5
2012.0,8.0,20.9,12.5,0.0,99.2,141.3
2012.0,9.0,17.1,9.7,0.0,90.6,149.4
2012.0,10.0,12.2,6.1,0.0,61.2,111.4
2012.0,11.0,9.2,3.8,1.0,110.6,68.7
2012.0,12.0,7.0,2.3,5.0,136.0,57.7
2013.0,1.0,5.7,1.7,14.0,70.4,41.4
2013.0,2.0,5.2,0.6,10.0,63.4,77.6
2013.0,3.0,4.5,-0.2,18.0,63.4,73.0
2013.0,4.0,11.9,4.0,4.0,9.2,152.6
2013.0,5.0,15.5,6.9,0.0,84.2,176.9
2013.0,6.0,18.8,10.1,0.0,37.8,177.6
2013.0,7.0,24.0,13.7,0.0,56.6,243.5
2013.0,8.0,21.6,13.1,0.0,33.4,144.4
2013.0,9.0,17.5,10.2,0.0,47.2,119.8
2013.0,10.0,14.9,9.6,0.0,136.2,73.5
2013.0,11.0,9.1,3.9,1.0,56.6,82.3
2013.0,12.0,9.1,3.9,0.0,69.8,58.2
2014.0,1.0,7.8,3.0,4.0,124.2,48.9
2014.0,2.0,8.5,3.5,1.0,106.2,82.4
2014.0,3.0,11.6,4.2,2.0,48.6,137.2
2014.0,4.0,14.2,6.7,0.0,60.4,119.3
2014.0,5.0,16.6,8.5,0.0,123.8,143.9
2014.0,6.0,19.4,11.4,0.0,45.4,142.0
2014.0,7.0,23.2,13.3,0.0,20.0,236.6
2014.0,8.0,19.3,11.5,0.0,67.4,177.3
2014.0,9.0,18.4,10.9,0.0,9.6,107.4
2014.0,10.0,14.9,9.0,0.0,60.8,83.6
2014.0,11.0,10.5,6.0,0.0,95.8,48.0
2014.0,12.0,7.7,3.3,3.0,102.0,75.8
2015.0,1.0,6.9,2.2,8.0,84.2,68.1
2015.0,2.0,6.9,2.0,5.0,35.4,80.8
2015.0,3.0,9.8,3.2,1.0,71.4,114.8
2015.0,4.0,14.3,5.0,0.0,21.4,223.5
2015.0,5.0,14.8,7.7,0.0,83.6,164.4
2015.0,6.0,19.1,10.0,0.0,43.2,195.9
2015.0,7.0,20.8,12.0,0.0,30.0,187.8
2015.0,8.0,20.6,12.5,0.0,66.2,146.3
2015.0,9.0,16.9,8.7,0.0,29.2,141.1
2015.0,10.0,13.9,7.7,0.0,80.4,81.3
2015.0,11.0,12.2,6.5,1.0,126.8,51.7
2015.0,12.0,12.0,6.2,0.0,121.2,33.1
